Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АСИП11;6;2;25-512;2;доц.Мурадян Виктор Арутюнович;116;Проектная деятельность;пр.;2889
АСПп42;4;5;22-402;1;асс.Леонова Дарья Александровна;117;Конструкции из дерева и пластмасс;пр.;22586
АСП39;4;3;25-513;2;доц.Ключникова Ольга Владимировна;118;Основы организации и управления в строительстве;пр.;2866
АСП21;5;3;21-221 21-211;2;доц.Кадомцева Елена Эдуардовна/доц.Еремин Виктор Дмитриевич;120;Специальные вопросы сопротивления материалов;лаб.;2843/3025
АИВВ11;5;1;25-117;2;доц.Цветкова Инна Владимировна;127;Практики работы с данными;л.;3012
АДТТП31;5;4;26-801 25-410;1;асс.Домбалян Анжелика Вагановна/асс.Лызганов Максим Сергеевич;128;Организация транспортных услуг и безопасность транспортного процесса;лаб.;22562/23537
АДАМТ41;6;5;26-610;2;зав.к.Прокопов Альберт Юрьевич;130;Проектирование и строительство автодорожных тоннелей;пр.;2893
АДПГ32;2;3;21-304 21-303;1;доц.Кирильчик Лариса Федоровна/доц.Науменко Галина Андреевна;132;Инженерно-геодезические изыскания линейных сооружений;лаб.;2907/2913
ИЭ19;5;1;25-117;1;доц.Ковалева Наталья Алексеевна;134;Основы финансово-учетных процессов;пр.;2955
АДГК21;6;2;26-701;1;доц.Ярышева Татьяна Валентиновна;135;Типология объектов недвижимости;л.;6255
ИЭБ41;4;3;21-117;1;ст.пр.Ронис Александр Александрович;142;Финансовое право;пр.;2996
АССУ51увц;1;6;25-119;2;доц.Полякова Татьяна Витальевна;144;Эксплуатация и реконструкция сооружений;пр.;3277
АШРР31;6;2;24-801 24-702;1;ст.пр.Лебедева Ольга Викторовна/ст.пр.Комарова Светлана Евгеньевна;145;Архитектурное реставрационное проектирование;лаб.;3399/3349
АША22;4;1;24-402 24-403;1;ст.пр.Семергей Маргарита Александровна/зав.к.Власова Ирина Михайловна;146;Живопись;лаб.;22915/22412
МКДК41;6;4;24-502;1;ст.пр.Кожина Наталия Васильевна;149;Основы вебдизайна;л.;22689
АШРР21;5;1;24-603;1;доц.Евтушенко Иван Иванович;150;Архитектурные конструкции;пр.;3354
ИММ31;5;2;22-402;1;проф.Теренина Ирина Владимировна;7;Маркетинговая логистика;л.;1363
АСП14;1;2;25-111;2;доц.Жуковская Татьяна Юрьевна;10;История ( история России, всеобщая история);л.;3132
ЮЮ21 ЮЮ25 ЮЮ23;3;2;25-516;2;зав.к.Сапожникова Екатерина Юрьевна;12;Финансовое право;л.;267
ИЭ45;5;4;25-512;2;доц.Ткачева Ольга Александровна;24;Международная экономическая безопасность;пр.;515
АДС11;2;2;25-604;1;проф.Снежков Вениамин Иванович;34;Физика;л.;3522
ИТД41;6;5;25-217;2;асс.Салман Олеся Федоровна;37;Оценка бизнеса;пр.;22170
АСП24;6;3;21-211;1;проф.Харламова Галина Сергеевна;46;Философия;пр.;22709
ЮЮ37 ЮЮ33 ЮЮ32;3;3;25-115;2;доц.Казанцева Ольга Геннадьевна;51;Арбитражный процесс;л.;6116
ЮЮ33;1;2;25-410;2;доц.Верещагина Лилия Николаевна;85;Защита прав потребителей;пр.;22622
ЮЮS31;3;3;25-115;2;проф.Кузина Светлана Ивановна;86;Уголовно-исполнительное право;л.;5945
АИВВ41;5;4;21-001 21-211 21-221;2;зав.к.Бутко Денис Александрович/преп.Пономаренко Юлия Петровна/асс.Кулик Иван Анатольевич;101;"Модуль ""Технология водоподготовки и очистки сточных вод""";пр.;3180/23635/23053
АИВВ21;2;1;25-505;1;доц.Самарская Наталья Сергеевна;104;Теплогазоснабжение и вентиляция;л.;1414
АССУ13;4;2;06-502;2;асс.Новосельцев Александр Владимирович;107;Геология;лаб.;2900
АИТХОМ21;1;2;21-221 21-211;2;асс.Порохня Аксинья Сергеевна/доц.Курилова Светлана Николаевна;109;Технологические процессы обработки материалов;лаб.;23789/2810
АДПГ32;3;2;25-711;1;доц.Труфанова Елена Васильевна;110;Строительная механика;пр.;3324
АША12;4;2;25-506 25-507;1;асс.Чегге Валерия Сергеевна/ст.пр.Ляпина Светлана Александровна;115;Пространственно-композиционное моделирование и архитектурная графика;лаб.;23381/3438
АСПп42;6;2;25-703;2;асс.Лиманцев Алексей Алексеевич;117;Металлические конструкции;пр.;2967
АСП45;2;4;26-411;1;ст.пр.Аляева Марина Юльевна;118;Организация, планирование и управление в строительстве;пр.;2870
АССУ22;2;2;26-001а 26-001;1;доц.Кадомцева Елена Эдуардовна/доц.Еремин Виктор Дмитриевич;120;Сопротивление материалов;лаб.;2843/3025
АИПСМ11;3;3;10-515;2;доц.Чуб Елена Григорьевна;127;Математика;л.;3013
АДТТП31;5;3;26-412;2;ст.пр.Проскурина Олеся Вячеславовна;128;Транспортное планирование;пр.;3369
АДАМТ31;2;2;26-610;2;доц.Строев Дмитрий Александрович;130;Строительство железобетонных мостовых сооружений;л.;3119
АДОМ31;5;3;25-703 26-405а;1;доц.Дудник Анастасия Евгеньевна/ст.пр.Арсеньев Дмитрий Михайлович;132;Фотограмметрия и дистанционное зондирование;лаб.;3082/2918
ИБ31_1;5;3;21-121;1;ст.пр.Пудеян Любовь Овагемовна;134;Налоговый учет и отчетность;л.;819
АДОМ21;5;2;26-713;2;асс.Шевцова Анна Геннадьевна;135;Экономика;пр.;22445
ИЭБ12 ИЭБ14 ИЭБ13;1;1;21-311а;1;доц.Золотарева Ирина Владимировна;142;Методы исследования и моделирования экономики;л.;2981
АССУ22;5;1;21-221 21-222;2;асс.Шилов Александр Андреевич/доц.Халезин Сергей Валерьевич;144;Прикладные программы в строительном проектировании;лаб.;23064/3283
АШП41;1;4;25-114 25-111;2;ст.пр.Кожевникова Екатерина Михайловна/ст.пр.Лыжова Анна Юрьевна;145;Инженерное оборудование зданий и сооружений;лаб.;3347/3226
АШРР12;6;1;24-403 24-303;1;доц.Семергей Александр Витальевич/проф.Лукьянов Рафаэль Ливериевич;146;Живопись;лаб.;24893/3321
МКОЗДК11;3;1;24-501 22-502;1;асс.Шабанова Аделина Александровна/доц.Куприянова Елена Владимировна;149;Основы композиции;лаб.;24916/22189
АШРР32;2;4;24-602;2;доц.Чеботарев Дмитрий Викторович;150;Средовые факторы в архитектурном проектировании;пр.;3353
ИМ22;2;1;22-302;2;доц.Медведева Юлия Юрьевна;7;Основы маркетинга;пр.;128
АША21;2;1;21-221;1;проф.Ерошенко Татьяна Игоревна;10;Культурология;пр.;3161
ИЭ18;4;1;25-118;1;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;пр.;269
ИЭ21;5;3;21-315;2;доц.Краснокутский Павел Анатольевич;24;Статистика;л.;508
АШП11;3;2;25-115 25-610;2;доц.Чебанова Елена Владимировна/доц.Витченко Марина Александровна;34;Физика;лаб.;3534/3528
ИЭ12;2;1;25-217;2;доц.Юрьева Виктория Владимировна;37;Макроэкономика;пр.;737
ИЭ12;2;5;25-117;2;проф.Гетманов Иван Петрович;46;Философия;пр.;3581
ЮЮ41;6;5;26-413;1;доц.Казанцева Ольга Геннадьевна;51;Правовые основы несостоятельности (банкротство);пр.;6116
ЮЮS21 ЮЮS22;6;1;25-118;1;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;л.;23364
ЮЮ18 ЮЮ16 ЮЮ14;3;1;25-305;2;доц.Ильясов Денис Борисович;86;Правоохранительные органы;л.;23304
АСП21;5;1;21-221;2;асс.Шаркова Марина Викторовна;101;Водоснабжение и водоотведение;лаб.;3128
АИТВ32;6;2;23-220;2;доц.Котлярова Екатерина Владимировна;104;Вентиляция;лаб.;3350
АСЭУН41;6;4;25-407;1;асс.Талалаева Виктория Михайловна;107;Основания и фундаменты;пр.;22631
АССУ33;3;1;02-702 06-402;2;доц.Сысоев Александр Константинович/асс.Ященко Роман Алексеевич;109;Металловедение и сварка;лаб.;1385/22442
АССУ52;5;6;22-502;1;доц.Труфанова Елена Васильевна;110;Сейсмостойкость сооружений;пр.;3324
АША12;3;1;21-125 21-117;1;асс.Чегге Валерия Сергеевна/ст.пр.Ляпина Светлана Александровна;115;Архитектурное проектирование: пропедевтика для архитекторов;лаб.;23381/3438
АСЭУН41;1;5;22-101;2;доц.Скуратов Сергей Викторович;117;Конструкции из дерева и пластмасс;л.;2973
АСП42;3;4;22-307;2;асс.Николаева Ольга Михайловна;118;Организация, планирование и управление в строительстве;пр.;2872
АСП28;2;1;26-003 26-405а;1;доц.Стрельников Григорий Петрович/доц.Кадомцева Елена Эдуардовна;120;Специальные вопросы сопротивления материалов;лаб.;1426/2843
ИЭ19;4;2;25-114;2;доц.Азаров Даниил Анатольевич;127;Практики работы с данными;пр.;62
АДТТП42;4;3;26-413;1;ст.пр.Проскурина Олеся Вячеславовна;128;Городской транспортный комплекс;пр.;3369
АДАМТ31;5;3;21-125;1;зав.к.Прокопов Альберт Юрьевич;130;Проектирование и строительство автодорожных тоннелей;пр.;2893
АДГ11;2;1;25-114;2;ст.пр.Корженевская Ирина Владимировна;132;Топографическое черчение и инженерная графика;пр.;2916
ИЭ24 ИЭ23 ИЭ25;4;2;21-121;2;доц.Медведская Татьяна Константиновна;134;Бухгалтерский учет и анализ;л.;816
АДОМп41;4;4;26-710;1;доц.Ярышева Татьяна Валентиновна;135;Градостроительство и планировка населенных мест;лаб.;6255
ИЭБ31;2;3;21-117;2;асс.Сидоренко Елена Николаевна;142;Бухгалтерский (управленческий) учет;пр.;7639
АССУ21;6;1;25-407 25-507;2;асс.Шилов Александр Андреевич/доц.Халезин Сергей Валерьевич;144;Прикладные программы в строительном проектировании;лаб.;23064/3283
АШРР32;3;3;24-702 24-905;2;ст.пр.Лыжова Анна Юрьевна/ст.пр.Кошевой Алексей Игоревич;145;Компьютерная графика для реставраторов;лаб.;3226/3398
АИТЭПГ11;1;2;11-223 11-207;1;доц.Горячева Елена Анатольевна/проф.Чаусов Василий Александрович;146;Технический рисунок;лаб.;23000/23072
МКОЗДС31;5;3;24-502;1;доц.Клименко Ирина Ахсаровна;149;Современные проблемы дизайна среды;пр.;3221
АШГР41;6;4;24-601;2;зав.к.Воробьева Александра Максимовна;150;Ландшафтная организация территорий;л.;3342
ЮЮ25;5;3;25-513;2;доц.Дьякова Оксана Валерьевна;7;Социальное предпринимательство;пр.;1350
АШРР21;1;1;25-117;1;доц.Жуковская Татьяна Юрьевна;10;Культурология;пр.;3132
ИОЗМ11;5;1;25-516;1;доц.Шумилина Анастасия Борисовна;12;Правовое обеспечение профессиональной деятельности;пр.;274
ИМ31 ИМ32;5;3;22-402;1;доц.Бурьянова Наталья Владимировна;24;Статистика: теория статистики;л.;504
АСГПУ11;6;1;01-384;2;доц.Бугаян Ирина Асвадуровна;34;Физика;пр.;3527
ИТД43;2;3;25-217;2;асс.Салман Олеся Федоровна;37;Оценка бизнеса;пр.;22170
ИМ11;5;4;25-114;1;проф.Гетманов Иван Петрович;46;Философия;пр.;3581
ЮОЗЮ41;3;5;25-115;2;доц.Казанцева Ольга Геннадьевна;51;Арбитражный процесс;пр.;6116
ЮЮ41;6;3;26-413;1;доц.Верещагина Лилия Николаевна;85;Операции с недвижимостью;пр.;22622
ЮОЗЮS12;6;2;25-115;2;доц.Сараев Николай Вячеславович;86;Противодействие коррупции;пр.;1244
АСП22;5;3;21-221;2;асс.Кулик Иван Анатольевич;101;Водоснабжение и водоотведение;пр.;23053
АИТК21;2;2;23-211;2;доц.Ткачева Юлия Юрьевна;104;Теплогазоснабжение и вентиляция;пр.;23516
АССУ41увц;6;5;22-502;2;доц.Ткачева Карина Эдуардовна;107;Основания и фундаменты;пр.;2903
АИТХОМ41;5;4;21-403;1;доц.Лапунова Кира Алексеевна;109;Специальные технологии художественной обработки материалов (стекло, керамика);л.;1394
АССУ51увц;5;5;22-502;1;доц.Труфанова Елена Васильевна;110;Сейсмостойкость сооружений;пр.;3324
АША21;2;1;25-703 21-211;2;доц.Гулимова Наталья Кузьминична/ст.пр.Ляпина Светлана Александровна;115;Концептуальное архитектурное  проектирование;лаб.;24956/3438
АССУ43;6;4;25-517;1;ст.пр.Муро Генрих Эдуардович;117;Металлические конструкции, включая сварку (общий курс);пр.;2969
АШГР41;6;5;26-401;2;доц.Филь Ольга Александровна;118;Экономика архитектурных решений и строительства;пр.;2868
АШП22;4;3;22-402 22-502;2;доц.Аваков Артур Артурович/доц.Кадомцева Елена Эдуардовна;120;Специальные вопросы сопротивления материалов;лаб.;1417/2843
АСП14;2;3;25-414;1;доц.Неумержицкая Наталья Вячеславовна;127;Математика;пр.;3009
АДТТП43;6;4;26-813;2;ст.пр.Мирончук Александр Александрович;128;Информационные технологии управления;пр.;3367
АДС21;5;2;26-611;2;доц.Черных Дмитрий Сергеевич;130;Основы инженерного и научного творчества;л.;3114
АДПГ11;6;2;25-703;1;доц.Науменко Галина Андреевна;132;Топографическое черчение и инженерная графика;пр.;2913
ИЭ19;5;1;25-118;2;доц.Ковалева Наталья Алексеевна;134;Основы финансово-учетных процессов;л.;2955
АДГК21;1;2;26-701;2;асс.Шевцова Анна Геннадьевна;135;Комплексная оценка городских территорий;пр.;22445
ИЭБ11;2;3;08-302;2;ст.пр.Милькевич Андрей Андреевич;142;Административное право;пр.;2990
АШРР12;1;3;24-801;2;ст.пр.Кошевой Алексей Игоревич;145;Компьютерная графика для реставраторов;лаб.;3398
МКОЗДК21;6;2;24-403 24-303;1;доц.Горячева Елена Анатольевна/доц.Семергей Александр Витальевич;146;Академический рисунок;лаб.;23000/24893
МКДС21;1;1;22-502;2;доц.Наумова Екатерина Григорьевна;149;Проектирование в дизайне;лаб.;3224
АШГР11;4;1;24-601;1;доц.Окунева Инга Владимировна;150;Архитектурная колористика в градостроительстве;л.;22597
ИММ31;4;2;25-513;2;проф.Цветкова Светлана Николаевна;7;Маркетинговый анализ предприятий;л.;125
АИТВ11;2;1;02-402;2;доц.Малышев Александр Викторович;10;История (история России, всеобщая история);пр.;3133
ЮОЗЮ22;5;2;25-513;2;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
ИЭ44;6;1;21-117;2;ст.пр.Казакова Аминат Муратовна;24;Организация и управление внешнеэкономической деятельностью;пр.;512
БТТ12;4;1;25-410;2;проф.Павлов Андрей Николаевич;34;Физика;л.;3533
ИТД41 ИТД42;2;4;25-217;1;доц.Колычева Жанна Ярославовна;37;Налоги и налогообложение;л.;732
АСП24 АСП26;3;2;25-216;2;проф.Харламова Галина Сергеевна;46;Философия;л.;22709
ЮЮ42;6;4;26-413;1;доц.Казанцева Ольга Геннадьевна;51;Правовые основы несостоятельности (банкротство);пр.;6116
ЮЮS22;1;1;22-402;2;доц.Верещагина Лилия Николаевна;85;Гражданское право;пр.;22622
ЮЮ14;6;1;25-115;2;доц.Сараев Николай Вячеславович;86;Противодействие коррупции;пр.;1244
АСП23;6;3;21-001 22-205;1;ст.пр.Шишова Оксана Петровна/асс.Шаркова Марина Викторовна;101;Водоснабжение и водоотведение;лаб.;3182/3128
АИПСМ21;3;2;23-220;2;доц.Тихомиров Алексей Леонидович;104;Теплогазоснабжение и вентиляция;л.;3179
АССУ43;6;4;22-502;2;доц.Ткачева Карина Эдуардовна;107;Основания и фундаменты;пр.;2903
АДС21;5;3;21-211;2;доц.Каклюгин Александр Викторович;109;Технология дорожно-строительных материалов;лаб.;1387
АСП15;6;2;25-704;2;ст.пр.Кириллова Елена Владимировна;110;Теоретическая механика;пр.;3329
АША13;1;2;25-513 25-510;1;проф.Шаталов Александр Анатольевич/асс.Чегге Валерия Сергеевна;115;Архитектурное проектирование:     пропедевтика;лаб.;24000/23381
АССУ42;5;5;21-211;2;доц.Запросян Аведик Ованесович;117;Металлические конструкции, включая сварку (общий курс);лаб.;2965
АСЭУН21;1;1;25-114 25-111;2;доц.Еремин Виктор Дмитриевич/доц.Стрельников Григорий Петрович;120;Специальные вопросы сопротивления материалов;лаб.;3025/1426
ИМ11;5;2;25-414;1;ст.пр.Азарова Лидия Вячеславовна;127;Математика;пр.;63
АДТТП31;2;3;26-801;2;асс.Костенко Анастасия Александровна;128;Единая транспортная система;пр.;22563
АДС21;5;1;26-611;2;доц.Конорева Ольга Валериевна;130;Гидравлика и гидрология транспортных сооружений;лаб.;6191
АСП16 АСП15;4;1;21-319;2;ст.пр.Корженевская Ирина Владимировна;132;Геодезия;л.;2916
ИБ31_2;3;2;25-114;2;доц.Гасанов Оскар Сейфуллахович;134;Инвестиции;л.;2954
АДГК21;1;3;26-701 26-710;2;асс.Гаранова Мария Валерьевна/доц.Мозговой Роман Владимирович;135;Программное обеспечение профессиональной деятельности;лаб.;23030/3320
ИЭБ52;2;4;21-117;1;доц.Сидорина Татьяна Викторовна;142;Оценка рисков;пр.;2986
АША41;4;5;25-703 24-702;2;ст.пр.Егорова Анастасия Владимировна/асс.Новичихина Анастасия Андреевна;145;История архитектуры Северного Кавказа и Нижнего Дона;лаб.;3396/24849
АИТЭПГ11;1;2;21-221 21-211;2;асс.Аржанов Михаил Михайлович/проф.Зинченко Василий Павлович;146;Живопись;лаб.;23912/22467
МКОЗДС41;5;6;24-502;2;ст.пр.Стародубцева Лилия Владимировна;149;Анимация;пр.;6264
АШГР31;6;3;24-602;2;доц.Гейер Владимир Александрович;150;Основы градостроительства;пр.;23213
АИССП41;4;3;22-302;1;ст.пр.Олатало Ольга Александровна;7;Управление проектами;л.;1361
АССУ11;2;2;21-117;2;проф.Бондарев Виталий Александрович;10;История (история России, всеобщая история);пр.;22590
ЮЮS22;6;3;25-118;1;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
ИЭ21;1;2;21-318;1;доц.Ткачева Ольга Александровна;24;Логика;л.;515
АИПСМ11;1;2;01-333;1;доц.Чебанова Елена Владимировна;34;Физика;л.;3534
ИТД33;4;4;25-217;2;зав.к.Еременко Игорь Анатольевич;37;Транспортная логистика в коммерческой деятельности;л.;721
АДАМТ21;5;3;22-402;1;проф.Гетманов Иван Петрович;46;Философия;л.;3581
ЮОЗЮS22 ЮОЗЮS23 ЮОЗЮS21;2;2;25-118;2;проф.Комова Наталья Борисовна;51;Семейное право;л.;3613
ЮЮ33;5;3;25-313;1;доц.Понежин Михаил Юрьевич;85;Гражданское право;пр.;23057
ЮЮS22;1;3;22-402;2;доц.Сагирян Инга Григорьевна;86;Судебное красноречие;пр.;489
АИВВ31;2;3;21-001;1;доц.Скрябин Александр Юрьевич;101;Водоснабжение;пр.;3151
АИСК21;6;1;21-221 21-211;2;асс.Николаев Александр Иванович/асс.Гришин Григорий Сергеевич;104;Теплогазоснабжение и вентиляция;лаб.;3172/3168
АСП42;3;3;22-402;2;преп.Жур Вячеслав Николаевич;107;Основания и фундаменты;пр.;2894
АИСК41;4;4;23-207;2;доц.Сысоев Александр Константинович;109;Устройство и приемка изоляционных и отделочных покрытий;л.;1385
АСПп42;6;3;25-703;2;проф.Гайджуров Петр Павлович;110;Спецкурс по кафедре ТМ;пр.;3333
АША12;1;1;25-513 25-510;1;асс.Чегге Валерия Сергеевна/ст.пр.Ляпина Светлана Александровна;115;Архитектурное проектирование:     пропедевтика;лаб.;23381/3438
АСПп41;1;4;22-402;1;доц.Скуратов Сергей Викторович;117;Конструкции из дерева и пластмасс;пр.;2973
АСП23;1;3;26-405а 26-001а;1;доц.Кадомцева Елена Эдуардовна/доц.Еремин Виктор Дмитриевич;120;Специальные вопросы сопротивления материалов;лаб.;2843/3025
АСП12;6;1;25-414;1;ст.пр.Коровина Ксения Сергеевна;127;Практики работы с данными;пр.;71
АДТТП43;6;3;26-813;2;доц.Мамойко Антон Юрьевич;128;Управление проектами;пр.;22561
АДАМТ41;6;3;26-601;2;зав.к.Прокопов Альберт Юрьевич;130;Проектирование и строительство автодорожных тоннелей;л.;2893
АСИП11;5;2;25-410;1;ст.пр.Калачева Наталья Александровна;132;Геодезия;л.;2922
ИБ31_2;1;3;21-310;1;доц.Лисицкая Татьяна Сергеевна;134;Корпоративные инвестиции и инновации;л.;2956
АДГК31;4;2;26-701;1;доц.Овчинникова Наталья Геннадьевна;135;Мониторинг земель и иной недвижимости;л.;3296
ИЭБ34;6;4;21-311а;1;ст.пр.Милькевич Андрей Андреевич;142;Бухгалтерская (финансовая) отчетность;пр.;2990
АШРР41;6;3;24-905;2;доц.Людмирская Александра Владимировна;145;История архитектуры Северного Кавказа и Нижнего Дона;л.;3306
АША12;4;1;25-506 25-507;1;проф.Чаусов Василий Александрович/проф.Трунин Владимир Ушангинович;146;Рисунок;лаб.;23072/3313
МКОЗДС31;5;2;24-502 22-502;2;доц.Сагалаев Алексей Вячеславович/доц.Наумова Екатерина Григорьевна;149;Искусство интерьера;лаб.;3223/3224
АШП31 АШП32;5;3;24-601;2;доц.Протопопова Дарья Александровна;150;Общественные здания;л.;3351
ПСГ11;1;2;02-402;2;доц.Тикиджьян Руслан Геннадьевич;10;История (история России, всеобщая история);л.;236
ЮОЗЮS23;6;2;25-118;1;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
АДАД11;3;1;01-416;1;доц.Ларина Тамара Николаевна;34;Физика;л.;3532
ИТД31 ИТД32;1;2;25-223;2;доц.Рудская Елена Николаевна;37;Организация коммерческой деятельности в инфраструктуре рынка;л.;727
АИСК21;4;2;21-117;2;доц.Сорокин Геннадий Вениаминович;46;Философия;пр.;3136
ЮОЗЮ33;5;2;25-117;2;доц.Москалева Татьяна Александровна;51;Гражданский процесс;пр.;22684
ЮЮ22;3;1;22-402;1;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;пр.;23364
ЮЮ16;3;2;25-311;2;доц.Ильясов Денис Борисович;86;Правоохранительные органы;пр.;23304
АИСЭЖ21;5;2;21-221;2;асс.Шаркова Марина Викторовна;101;Водоснабжение и водоотведение;лаб.;3128
АИСЭЖ21;4;2;01-460;2;доц.Самарская Наталья Сергеевна;104;Теплогазоснабжение и вентиляция;л.;1414
АСГПУ11;1;1;25-123;1;доц.Гридневский Александр Викторович;107;Геология;л.;2898
АИТХОМ21;3;2;23-221;1;зав.к.Котляр Владимир Дмитриевич;109;Горные породы и минералы в строительстве и архитектуре;л.;1383
АИПСМ11;1;3;01-333;1;доц.Языев Сердар Батырович;110;Теоретическая механика;л.;3328
АША22;4;3;22-402 22-502;1;асс.Тарасов Антон Андреевич/асс.Лесняк Евгений Александрович;115;Архитектурное проектирование;лаб.;24015/3441
АИСК31;5;1;10-230;1;ст.пр.Муро Генрих Эдуардович;117;Металлические и деревянные конструкции;пр.;2969
АСП25;2;3;26-001 26-003;1;доц.Еремин Виктор Дмитриевич/доц.Кадомцева Елена Эдуардовна;120;Специальные вопросы сопротивления материалов;лаб.;3025/2843
АССУ12 АССУ11 АССУ13;5;3;08-022;2;доц.Солохин Николай Николаевич;127;Математика;л.;3011
АДАД41;3;3;26-805;2;доц.Поздняков Михаил Николаевич;128;Дорожные условия и безопасность движения;л.;3368
АДАМТ31;5;2;21-221;1;зав.к.Прокопов Альберт Юрьевич;130;Проектирование и строительство автодорожных тоннелей;л.;2893
АСП14;6;1;21-303 21-307;1;доц.Туполева Галина Константиновна/ст.пр.Яговкина Елена Николаевна;132;Геодезия;лаб.;3079/2914
ИБ31_1;5;2;21-125;1;ст.пр.Пудеян Любовь Овагемовна;134;Налоговый учет и отчетность;пр.;819
АДПГ12;3;2;08-227 01-223;2;асс.Шевцова Анна Геннадьевна/асс.Бурдова Дарья Викторовна;135;Почвоведение;лаб.;22445/23029
ИЭБ53;4;4;21-117;2;доц.Сидорина Татьяна Викторовна;142;Оценка рисков;пр.;2986
АШГР41;6;3;24-301;2;доц.Кольстет Ольга Анатольевна;145;Современная архитектура;л.;3435
МКОЗДК21;3;1;24-303 24-403;1;проф.Прищепа Александр Александрович/доц.Горячева Елена Анатольевна;146;Академическая скульптура и пластическое моделирование;лаб.;3297/23000
МКОЗДК12;1;2;22-502;2;ст.пр.Саяпина Лариса Юрьевна;149;Профессиональные коммуникации в дизайне;пр.;3220
АШРР31;6;4;24-602;1;доц.Чеботарев Дмитрий Викторович;150;Средовые факторы в архитектурном проектировании;пр.;3353
АИПСМ11;6;1;01-310;1;доц.Малышев Александр Викторович;10;История (история России, всеобщая история);л.;3133
ИМ11;3;2;10-205;1;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;пр.;269
АИТВ11;4;2;01-421;2;доц.Брылева Марина Анатольевна;34;Физика;л.;3526
ИЭБ14;2;2;21-223;1;доц.Коваленкова Ольга Георгиевна;37;История экономических учений;пр.;733
АШП21;3;3;21-211;2;доц.Эгильский Евгений Эдуардович;46;Философия;пр.;22154
ЮЮ35 ЮЮ37 ЮЮ33;5;4;25-315;1;зав.к.Студеникина Светлана Викторовна;51;Гражданский процесс;л.;941
ЮЮ11;1;1;25-115;2;зав.к.Рыбак Светлана Викторовна;85;Римское право;пр.;1601
ЮОЗЮ32;4;2;25-118;1;доц.Миллеров Евгений Владимирович;86;Прокурорский надзор;л.;23348
АИВВ41;5;3;21-401;2;зав.к.Бутко Денис Александрович;101;"Модуль ""Технология водоподготовки и очистки сточных вод""";л.;3180
АССУ22;5;3;23-220 23-211;2;доц.Парамонова Оксана Николаевна/доц.Котлярова Екатерина Владимировна;104;Теплогазоснабжение и вентиляция;лаб.;3020/3350
АСЭУН11;6;2;25-111;1;доц.Гридневский Александр Викторович;107;Геология;лаб.;2898
АИТХОМ21;6;2;23-221;1;доц.Сысоев Александр Константинович;109;Материаловедение;л.;1385
АССУ51увц;6;5;25-710;1;ст.пр.Савельева Нина Александровна;110;Динамика и устойчивость сооружений;пр.;3330
АША32;4;3;25-703 25-407;1;ст.пр.Брыкова Наталья Алексеевна/асс.Чегге Валерия Сергеевна;115;Информационное моделирование в архитектуре;лаб.;3439/23381
АССУ52;1;6;26-412;1;доц.Скуратов Сергей Викторович;117;Конструкции из дерева и пластмасс;пр.;2973
АСП24;3;3;25-516 21-211;2;доц.Стрельников Григорий Петрович/доц.Еремин Виктор Дмитриевич;120;Специальные вопросы сопротивления материалов;лаб.;1426/3025
АИПСМ11;6;1;08-232;2;доц.Чуб Елена Григорьевна;127;Практики работы с данными;л.;3013
АДТТП41;5;3;26-813;1;доц.Шаталова Елена Егоровна;128;Автоматизированные системы управления движением;пр.;3076
АДАМТ31;5;4;21-221;1;доц.Строев Дмитрий Александрович;130;Проектирование железобетонных мостовых сооружений;л.;3119
АДПГ41;2;4;21-307 21-303;1;доц.Самсонова Наталья Вячеславовна/доц.Дудник Анастасия Евгеньевна;132;Космическая геодезия и геодинамика;лаб.;3035/3082
ИБ41;4;4;21-121;2;доц.Юрьева Оксана Андреевна;134;Бухгалтерский учет на предприятиях сферы услуг;л.;818
АДОМ31;5;1;26-710;1;асс.Шевцова Анна Геннадьевна;135;Земельный рынок;пр.;22445
ИЭБ34;6;2;21-311а;1;доц.Маилян Лия Дмитриевна;142;Гражданское право;пр.;2887
АШРР32;3;2;24-702;2;ст.пр.Егорова Анастасия Владимировна;145;Макетирование;пр.;3396
АША11;2;1;21-221 21-211;1;доц.Писаренко Сергей Александрович/доц.Уздемир Дмитрий Мефодиевич;146;Рисунок;лаб.;6030/22847
МКОЗДК31;6;3;24-502;1;ст.пр.Травин Константин Владимирович;149;Типографика;л.;24953
АШП21;4;2;22-402;2;ст.пр.Подосинина Ирина Сергеевна;150;Урбанистика;пр.;3360
АССУ31увц;1;3;01-353;2;доц.Волкова Диана Владимировна;10;Культурология;пр.;227
ИЭ19 ИЭ18;6;1;25-117;1;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;л.;269
АСЭУН11;6;3;25-611;1;проф.Снежков Вениамин Иванович;34;Физика;л.;3522
ИЭ19 ИЭ18;6;2;25-117;1;доц.Беликова Светлана Владимировна;37;Макроэкономика;л.;9
