Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АДС11;5;1;02-702;2;ст.пр.Шахбанова Наталия Анатольевна;76;Основы нравственности;л.;875
ИЭБ11;3;2;25-114 25-410;2;ст.пр.Клянина Людмила Николаевна/доц.Богачева Марина Николаевна;82;Информатика;лаб.;2940/2933
ЮОЗЮ31;5;4;25-313;1;доц.Понежин Михаил Юрьевич;85;Гражданское право;пр.;23057
ЮЮS31;6;3;25-311;2;ст.пр.Ковалева Анастасия Валерьевна;86;Судебная экспертиза;пр.;3700
ЮЮ11;2;2;08-023;1;доц.Рощина Евгения Валерьевна;90;Информационные технологии в юридической сфере;пр.;815
ЮЮ45;1;3;25-415;1;доц.Артюхин Олег Александрович;92;Государственная служба в системе государственного управления;пр.;1303
АИСК21;1;2;22-207 22-205;2;доц.Цурикова Елена Геннадиевна/асс.Яковлева Елена Вячеславовна;101;Водоснабжение и водоотведение;лаб.;3184/3147
АИТВ21;6;2;21-601;1;доц.Самарская Наталья Сергеевна;104;Теплогазоснабжение и вентиляция;л.;1414
АША41;2;3;21-211;2;проф.Должиков Петр Николаевич;107;Основы инженерной геологии;пр.;2897
АИТЭМ11;3;2;11-223;2;ст.пр.Ковалева Наталья Вадимовна;108;Инженерная и компьютерная графика;л.;3385
АСП22;6;3;23-214 21-125;2;доц.Курилова Светлана Николаевна/асс.Дементьева Екатерина Владимировна;109;Строительные материалы;лаб.;2810/22448
АДАД21;3;1;21-221;1;ст.пр.Тюрина Василина Сергеевна;110;Строительная механика;л.;3331
АША31;1;2;25-513 25-510;1;асс.Тарасов Антон Андреевич/ст.пр.Брыкова Наталья Алексеевна;115;Концептуальное архитектурное  проектирование;лаб.;24015/3439
АССУ42;6;4;25-512;2;проф.Щуцкий Виктор Лукьянович;116;Железобетонные и каменные конструкции (общий курс);пр.;2874
АСПп41;2;5;22-402;1;доц.Будыльский Игорь Сергеевич;117;Металлические конструкции;пр.;3251
АССУ51увц;5;5;26-401;2;доц.Цапко Константин Александрович;118;Экономика строительства;пр.;2869
АСП26;1;2;26-001а;1;доц.Еремин Виктор Дмитриевич;120;Специальные вопросы сопротивления материалов;лаб.;3025
АСЭУН32;2;3;26-201;1;доц.Томашук Елена Александровна;125;Экономика строительства;пр.;3287
АСП15 АСП14 АСП16;2;1;25-414;1;доц.Неумержицкая Наталья Вячеславовна;127;Математика;л.;3009
АДТТП43;2;5;26-813;1;доц.Семчугова Елена Юрьевна;128;Ресурсное обеспечение логистических цепей;л.;3370
АСП28;1;2;26-614;2;доц.Веремеенко Андрей Анатольевич;130;Средства механизации строительства;пр.;3039
АСЭУН11;4;1;21-304;1;доц.Дудник Анастасия Евгеньевна;132;Геодезия;л.;3082
ИБ41;2;4;25-507;1;доц.Медюха Екатерина Валерьевна;134;Бухгалтерский учет на предприятиях сферы услуг;пр.;2958
АДОМ21;1;2;26-710;2;асс.Бурдова Дарья Викторовна;135;Экономика недвижимости;пр.;23029
ИЭБ21 ИЭБ22;5;2;21-311а;2;доц.Сидорина Татьяна Викторовна;142;Документационное обеспечение управленческой деятельности;л.;2986
АССУ22;4;2;26-501 22-502;1;асс.Шилов Александр Андреевич/доц.Халезин Сергей Валерьевич;144;Прикладные программы в строительном проектировании;лаб.;23064/3283
АШГР31;1;4;24-702;1;доц.Попов Александр Владимирович;145;История искусств;л.;3392
МКДК21;5;3;24-401 24-402;2;доц.Уздемир Дмитрий Мефодиевич/зав.к.Власова Ирина Михайловна;146;Академический рисунок;лаб.;22847/22412
АША12 АША11 АША13;5;1;24-501;2;доц.Клименко Ирина Ахсаровна;149;Архитектурная колористика;л.;3221
АШГР31;1;2;24-602;1;ст.пр.Подосинина Ирина Сергеевна;150;Средовые факторы в архитектуре;пр.;3360
ЮОЗЮS22 ЮОЗЮS23 ЮОЗЮS21;3;2;22-402;1;доц.Хан Роксана Султановна;7;Социальное предпринимательство;л.;1366
АШГР11;2;1;02-402;1;доц.Жуковская Татьяна Юрьевна;10;История (история России, всеобщая история);л.;3132
ИМ13 ИМ15 ИМ11;3;1;25-418;2;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;л.;269
БТТ21;3;2;10-230 10-530;2;зав.к.Дымникова Ольга Валентиновна/доц.Пустовая Лариса Евгеньевна;18;Теория горения и взрыва;лаб.;361/370
ПСТ11;1;3;08-407;1;ст.пр.Сагирьянц Елена Сергеевна;23;Деловая коммуникация;л.;497
ИЭ46 ИЭ45 ИЭ44;1;3;21-315;1;доц.Ткачева Ольга Александровна;24;Международная экономическая безопасность;л.;515
АСП14;2;2;25-114 25-410;1;проф.Павлов Андрей Николаевич/доц.Русакова Елизавета Борисовна;34;Физика;лаб.;3533/3523
АДПГ21 АДПГ22;3;3;25-315;2;доц.Масляева Наталья Сергеевна;35;Психология личности и группы;л.;24023
АДПГ22 АДПГ21;4;2;25-217;1;ст.пр.Семиглазова Владислава Андреевна;37;Технологическое предпринимательство;л.;1377
АССУ22;4;3;22-502 25-506;1;доц.Чавычалов Максим Вячеславович/ст.пр.Девяткин Алексей Константинович;38;Общая электротехника и электроснабжение;лаб.;3728/5769
